company,period,product,parent_product,geography,user_class,user_segment,revenue,users,arpu,impressions,clicks,ctr,cpc,cpm,rpm,revenue_per_click,revenue_per_impression
Alphabet,2024-Q3,Cloud,Cloud,EU,customer,midmarket,500.0,1000.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Cloud,Cloud,EU,customer,smb,300.0,600.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Cloud,Cloud,APAC,customer,enterprise,1080.0,2160.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Cloud,Cloud,APAC,customer,midmarket,450.0,900.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Cloud,Cloud,APAC,customer,smb,270.0,540.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Cloud,Cloud,LATAM,customer,enterprise,180.0,360.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Cloud,Cloud,LATAM,customer,midmarket,75.0,150.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Cloud,Cloud,LATAM,customer,smb,45.0,90.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Cloud,Cloud,ROW,customer,enterprise,240.0,480.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Cloud,Cloud,ROW,customer,midmarket,100.0,200.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Cloud,Cloud,ROW,customer,smb,60.0,120.0,500000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,US,consumer,paying_consumer,1924.9999999999998,96249.99999999999,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,US,consumer,streaming_consumer,550.0,27500.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,US,consumer,free_consumer,55.0,2750.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,EU,consumer,paying_consumer,962.4999999999999,48124.99999999999,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,EU,consumer,streaming_consumer,275.0,13750.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,EU,consumer,free_consumer,27.5,1375.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,APAC,consumer,paying_consumer,577.5,28875.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,APAC,consumer,streaming_consumer,165.0,8250.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,APAC,consumer,free_consumer,16.5,825.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,LATAM,consumer,paying_consumer,192.5,9625.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,LATAM,consumer,streaming_consumer,55.0,2750.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,LATAM,consumer,free_consumer,5.5,275.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,ROW,consumer,paying_consumer,192.5,9625.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,ROW,consumer,streaming_consumer,55.0,2750.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Subscriptions,Subscriptions_Devices,ROW,consumer,free_consumer,5.5,275.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,US,consumer,paying_consumer,940.8,47040.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,US,consumer,streaming_consumer,268.8,13440.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,US,consumer,free_consumer,26.88,1344.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,EU,consumer,paying_consumer,627.2,31360.000000000004,19999.999999999996,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,EU,consumer,streaming_consumer,179.20000000000005,8960.000000000002,20000.000000000004,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,EU,consumer,free_consumer,17.92,896.0000000000001,19999.999999999996,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,APAC,consumer,paying_consumer,448.0,22400.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,APAC,consumer,streaming_consumer,128.0,6400.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,APAC,consumer,free_consumer,12.8,640.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,LATAM,consumer,paying_consumer,112.0,5600.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,LATAM,consumer,streaming_consumer,32.0,1600.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,LATAM,consumer,free_consumer,3.2,160.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,ROW,consumer,paying_consumer,112.0,5600.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,ROW,consumer,streaming_consumer,32.0,1600.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Devices,Subscriptions_Devices,ROW,consumer,free_consumer,3.2,160.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,US,consumer,paying_consumer,125.99999999999999,6299.999999999999,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,US,consumer,streaming_consumer,36.0,1800.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,US,consumer,free_consumer,3.6,180.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,EU,consumer,paying_consumer,42.0,2100.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,EU,consumer,streaming_consumer,12.0,600.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,EU,consumer,free_consumer,1.2,60.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,APAC,consumer,paying_consumer,31.499999999999996,1574.9999999999998,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,APAC,consumer,streaming_consumer,9.0,450.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,APAC,consumer,free_consumer,0.9,45.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,LATAM,consumer,paying_consumer,6.3,315.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,LATAM,consumer,streaming_consumer,1.8,90.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,LATAM,consumer,free_consumer,0.18,9.0,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,ROW,consumer,paying_consumer,4.199999999999999,209.99999999999997,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,ROW,consumer,streaming_consumer,1.2000000000000002,60.00000000000001,20000.0,,,,,,,,
Alphabet,2024-Q3,Other,Other,ROW,consumer,free_consumer,0.12,6.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Search,Advertising,US,advertiser,enterprise_advertiser,13728.000000000002,163709858.1994105,,108952380952.38097,4902857142.857143,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2024-Q4,Search,Advertising,US,advertiser,smb_advertiser,8736.0,204013286.57444027,,178285714285.71426,6240000000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2024-Q4,Search,Advertising,US,advertiser,agency_advertiser,2496.0,34942602.56147068,,31200000000.0,1248000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,Search,Advertising,EU,advertiser,enterprise_advertiser,6292.000000000001,64778441.655271366,,49936507936.50795,2247142857.1428576,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2024-Q4,Search,Advertising,EU,advertiser,smb_advertiser,4003.9999999999995,83569877.09173436,,81714285714.2857,2860000000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2024-Q4,Search,Advertising,EU,advertiser,agency_advertiser,1144.0,14802855.31454345,,14300000000.0,572000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,Search,Advertising,APAC,advertiser,enterprise_advertiser,5148.0,53168171.012882024,,40857142857.14286,1838571428.5714288,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2024-Q4,Search,Advertising,APAC,advertiser,smb_advertiser,3276.0,60702784.8219634,,66857142857.14285,2340000000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2024-Q4,Search,Advertising,APAC,advertiser,agency_advertiser,936.0,11890689.864184393,,11700000000.0,468000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,Search,Advertising,LATAM,advertiser,enterprise_advertiser,1430.0000000000002,13702063.193086492,,11349206349.206352,510714285.71428585,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2024-Q4,Search,Advertising,LATAM,advertiser,smb_advertiser,909.9999999999999,16404240.54307731,,18571428571.42857,650000000.0,0.035,1.4,48.99999999999999,48.99999999999999,1.4,0.048999999999999995
Alphabet,2024-Q4,Search,Advertising,LATAM,advertiser,agency_advertiser,260.0,3321053.644474714,,3250000000.0,130000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,Search,Advertising,ROW,advertiser,enterprise_advertiser,2002.0000000000005,18123024.336604163,,15888888888.888895,715000000.0000002,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2024-Q4,Search,Advertising,ROW,advertiser,smb_advertiser,1274.0,24074894.9678623,,25999999999.999996,910000000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2024-Q4,Search,Advertising,ROW,advertiser,agency_advertiser,364.00000000000006,4993486.990684369,,4550000000.000001,182000000.00000003,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,YouTube_Ads,Advertising,US,advertiser,enterprise_advertiser,2376.0,34428354.236305036,,18857142857.14286,848571428.5714287,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2024-Q4,YouTube_Ads,Advertising,US,advertiser,smb_advertiser,1512.0,29968689.733262252,,30857142857.142853,1080000000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2024-Q4,YouTube_Ads,Advertising,US,advertiser,agency_advertiser,432.0,5614676.7156568775,,5400000000.0,216000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,YouTube_Ads,Advertising,EU,advertiser,enterprise_advertiser,1056.0,12253376.59860312,,8380952380.952382,377142857.1428572,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2024-Q4,YouTube_Ads,Advertising,EU,advertiser,smb_advertiser,672.0,16634866.01309147,,13714285714.285715,480000000.00000006,0.035,1.4,48.99999999999999,48.99999999999999,1.4,0.048999999999999995
Alphabet,2024-Q4,YouTube_Ads,Advertising,EU,advertiser,agency_advertiser,192.0,2485736.3837574427,,2400000000.0,96000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,YouTube_Ads,Advertising,APAC,advertiser,enterprise_advertiser,1161.6000000000001,11976202.622643648,,9219047619.047623,414857142.857143,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2024-Q4,YouTube_Ads,Advertising,APAC,advertiser,smb_advertiser,739.1999999999999,16353095.574330997,,15085714285.714283,527999999.99999994,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2024-Q4,YouTube_Ads,Advertising,APAC,advertiser,agency_advertiser,211.20000000000002,5134361.948700151,,2640000000.0000005,105600000.00000001,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,YouTube_Ads,Advertising,LATAM,advertiser,enterprise_advertiser,316.8,5568099.318875022,,2514285714.2857146,113142857.14285715,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2024-Q4,YouTube_Ads,Advertising,LATAM,advertiser,smb_advertiser,201.6,4095677.2915450037,,4114285714.2857137,144000000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2024-Q4,YouTube_Ads,Advertising,LATAM,advertiser,agency_advertiser,57.6,951903.2862655171,,720000000.0,28800000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,YouTube_Ads,Advertising,ROW,advertiser,enterprise_advertiser,369.6000000000001,6190890.498888122,,2933333333.333334,132000000.00000003,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2024-Q4,YouTube_Ads,Advertising,ROW,advertiser,smb_advertiser,235.20000000000002,4561951.431731684,,4800000000.0,168000000.00000003,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2024-Q4,YouTube_Ads,Advertising,ROW,advertiser,agency_advertiser,67.20000000000002,1574965.5346840394,,840000000.0000001,33600000.00000001,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,Network,Advertising,US,advertiser,enterprise_advertiser,1716.0000000000002,21424095.860818233,,13619047619.04762,612857142.8571429,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2024-Q4,Network,Advertising,US,advertiser,smb_advertiser,1092.0,19836606.575742874,,22285714285.714283,780000000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2024-Q4,Network,Advertising,US,advertiser,agency_advertiser,312.0,4992856.878959549,,3900000000.0,156000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,Network,Advertising,EU,advertiser,enterprise_advertiser,1072.5,15424144.56278117,,8511904761.904763,383035714.2857143,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2024-Q4,Network,Advertising,EU,advertiser,smb_advertiser,682.5,12909678.240657186,,13928571428.571428,487500000.00000006,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2024-Q4,Network,Advertising,EU,advertiser,agency_advertiser,195.0,3976769.3744462947,,2437500000.0,97500000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,Network,Advertising,APAC,advertiser,enterprise_advertiser,858.0000000000001,11892465.105013756,,6809523809.52381,306428571.42857146,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2024-Q4,Network,Advertising,APAC,advertiser,smb_advertiser,546.0,12294128.010995341,,11142857142.857141,390000000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2024-Q4,Network,Advertising,APAC,advertiser,agency_advertiser,156.0,2509506.360502281,,1950000000.0,78000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,Network,Advertising,LATAM,advertiser,enterprise_advertiser,343.20000000000005,3927373.1970636197,,2723809523.8095245,122571428.5714286,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2024-Q4,Network,Advertising,LATAM,advertiser,smb_advertiser,218.39999999999998,6053920.808377411,,4457142857.142857,156000000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2024-Q4,Network,Advertising,LATAM,advertiser,agency_advertiser,62.400000000000006,1104114.9678680508,,780000000.0000001,31200000.000000004,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,Network,Advertising,ROW,advertiser,enterprise_advertiser,300.3,3296943.5559587074,,2383333333.3333335,107250000.0,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2024-Q4,Network,Advertising,ROW,advertiser,smb_advertiser,191.1,3483782.2918558237,,3899999999.9999995,136500000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2024-Q4,Network,Advertising,ROW,advertiser,agency_advertiser,54.6,996783.7031515258,,682500000.0,27300000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2024-Q4,Cloud,Cloud,US,customer,enterprise,3630.0000000000005,7260.000000000001,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,US,customer,midmarket,1512.5000000000002,3025.0000000000005,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,US,customer,smb,907.5000000000001,1815.0000000000002,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,EU,customer,enterprise,1320.0,2640.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,EU,customer,midmarket,550.0,1100.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,EU,customer,smb,330.0,660.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,APAC,customer,enterprise,1188.0,2376.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,APAC,customer,midmarket,495.0,990.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,APAC,customer,smb,297.0,594.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,LATAM,customer,enterprise,198.0,396.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,LATAM,customer,midmarket,82.5,165.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,LATAM,customer,smb,49.5,99.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,ROW,customer,enterprise,264.0,528.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,ROW,customer,midmarket,110.0,220.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Cloud,Cloud,ROW,customer,smb,66.0,132.0,500000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,US,consumer,paying_consumer,2100.0,105000.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,US,consumer,streaming_consumer,600.0,30000.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,US,consumer,free_consumer,60.0,3000.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,EU,consumer,paying_consumer,1050.0,52500.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,EU,consumer,streaming_consumer,300.0,15000.0,20000.0,,,,,,,,
