company,quarter,product_segment,geography,user_segment,revenue_model,active_users,subscription_revenue_usd,ad_revenue_usd,revenue_usd,arpu,ad_impressions,ctr,ad_clicks,cpc,ecpm
OmniCorp,2025-Q2,OmniCorp_Core,EMEA,Consumer_Standard,ad_supported,8216213,153834929.88,9756566.35,163591496.23,19.91,791286809.0,0.0107,8470364.0,1.15,12.33
OmniCorp,2025-Q3,OmniCorp_Core,EMEA,Consumer_Standard,ad_supported,8060013,143011158.99,4683603.14,147694762.13,18.32,443943426.0,0.007,3121766.0,1.5,10.55
OmniCorp,2025-Q4,OmniCorp_Core,EMEA,Consumer_Standard,ad_supported,8193646,148324522.38,7765209.02,156089731.4,19.05,619235169.0,0.0149,9225170.0,0.84,12.54
OmniCorp,2026-Q1,OmniCorp_Core,EMEA,Consumer_Standard,ad_supported,8287774,149921355.94,7962188.33,157883544.27,19.05,632421631.0,0.0081,5154194.0,1.54,12.59
OmniCorp,2026-Q2,OmniCorp_Core,EMEA,Consumer_Standard,ad_supported,8316422,147407968.75,7868858.27,155276827.02,18.67,666852396.0,0.0117,7810980.0,1.01,11.8
OmniCorp,2025-Q2,OmniCorp_Core,EMEA,Consumer_Premium,subscription,3320539,129378235.36,,129378235.36,38.96,,,,,
OmniCorp,2025-Q3,OmniCorp_Core,EMEA,Consumer_Premium,subscription,3384843,136336251.89,,136336251.89,40.28,,,,,
OmniCorp,2025-Q4,OmniCorp_Core,EMEA,Consumer_Premium,subscription,3354378,126648198.8,,126648198.8,37.76,,,,,
OmniCorp,2026-Q1,OmniCorp_Core,EMEA,Consumer_Premium,subscription,3403203,132557615.14,,132557615.14,38.95,,,,,
OmniCorp,2026-Q2,OmniCorp_Core,EMEA,Consumer_Premium,subscription,3540818,140010466.34,,140010466.34,39.54,,,,,
OmniCorp,2025-Q2,OmniCorp_Core,EMEA,Enterprise_SMB,subscription,154143,79455771.6,,79455771.6,515.47,,,,,
OmniCorp,2025-Q3,OmniCorp_Core,EMEA,Enterprise_SMB,subscription,143502,74466295.79,,74466295.79,518.92,,,,,
OmniCorp,2025-Q4,OmniCorp_Core,EMEA,Enterprise_SMB,subscription,144766,74263864.57,,74263864.57,512.99,,,,,
OmniCorp,2026-Q1,OmniCorp_Core,EMEA,Enterprise_SMB,subscription,149953,79205168.89,,79205168.89,528.2,,,,,
OmniCorp,2026-Q2,OmniCorp_Core,EMEA,Enterprise_SMB,subscription,139296,72120397.82,,72120397.82,517.75,,,,,
OmniCorp,2025-Q2,OmniCorp_Core,EMEA,Enterprise_Corp,subscription,11953,175495858.79,,175495858.79,14682.16,,,,,
OmniCorp,2025-Q3,OmniCorp_Core,EMEA,Enterprise_Corp,subscription,11343,151503580.02,,151503580.02,13356.57,,,,,
OmniCorp,2025-Q4,OmniCorp_Core,EMEA,Enterprise_Corp,subscription,10361,142811162.59,,142811162.59,13783.53,,,,,
OmniCorp,2026-Q1,OmniCorp_Core,EMEA,Enterprise_Corp,subscription,10869,147291923.05,,147291923.05,13551.56,,,,,
OmniCorp,2026-Q2,OmniCorp_Core,EMEA,Enterprise_Corp,subscription,10947,149369668.98,,149369668.98,13644.8,,,,,
OmniCorp,2025-Q2,OmniCorp_Core,EMEA,Advertiser,advertiser,3174,,7075693.2,7075693.2,2229.27,635731644.0,0.0099,6266651.0,1.13,11.13
OmniCorp,2025-Q3,OmniCorp_Core,EMEA,Advertiser,advertiser,3010,,36149516.97,36149516.97,12009.81,1719767696.0,0.0145,24972915.0,1.45,21.02
OmniCorp,2025-Q4,OmniCorp_Core,EMEA,Advertiser,advertiser,3009,,10288869.95,10288869.95,3419.37,406996438.0,0.0111,4517292.0,2.28,25.28
OmniCorp,2026-Q1,OmniCorp_Core,EMEA,Advertiser,advertiser,2975,,17449745.77,17449745.77,5865.46,928671941.0,0.0177,16461910.0,1.06,18.79
OmniCorp,2026-Q2,OmniCorp_Core,EMEA,Advertiser,advertiser,3045,,33570182.43,33570182.43,11024.69,2142321789.0,0.0158,33815025.0,0.99,15.67
OmniCorp,2025-Q2,OmniCorp_Digital,NA,Consumer_Standard,ad_supported,4233782,139714806.0,14625793.93,154340599.93,36.45,624233629.0,0.0106,6644395.0,2.2,23.43
OmniCorp,2025-Q3,OmniCorp_Digital,NA,Consumer_Standard,ad_supported,4398273,145143009.0,12856758.18,157999767.18,35.92,532591474.0,0.0143,7626106.0,1.69,24.14
OmniCorp,2025-Q4,OmniCorp_Digital,NA,Consumer_Standard,ad_supported,4431617,146243361.0,20474906.98,166718267.98,37.62,676856429.0,0.0069,4667278.0,4.39,30.25
OmniCorp,2026-Q1,OmniCorp_Digital,NA,Consumer_Standard,ad_supported,4458888,147143304.0,4815763.92,151959067.92,34.08,292573750.0,0.0154,4501051.0,1.07,16.46
OmniCorp,2026-Q2,OmniCorp_Digital,NA,Consumer_Standard,ad_supported,4078884,134603172.0,13542619.38,148145791.38,36.32,639406014.0,0.011,7023641.0,1.93,21.18
OmniCorp,2025-Q2,OmniCorp_Digital,NA,Consumer_Premium,subscription,3944939,168221289.0,,168221289.0,42.64,,,,,
OmniCorp,2025-Q3,OmniCorp_Digital,NA,Consumer_Premium,subscription,3845881,161527002.0,,161527002.0,42.0,,,,,
OmniCorp,2025-Q4,OmniCorp_Digital,NA,Consumer_Premium,subscription,3756018,157752756.0,,157752756.0,42.0,,,,,
OmniCorp,2026-Q1,OmniCorp_Digital,NA,Consumer_Premium,subscription,3604215,151377030.0,,151377030.0,42.0,,,,,
OmniCorp,2026-Q2,OmniCorp_Digital,NA,Consumer_Premium,subscription,3718991,161825202.7,,161825202.7,43.51,,,,,
OmniCorp,2025-Q2,OmniCorp_Digital,NA,Enterprise_SMB,subscription,19691,13890568.36,,13890568.36,705.43,,,,,
OmniCorp,2025-Q3,OmniCorp_Digital,NA,Enterprise_SMB,subscription,20717,14930720.56,,14930720.56,720.7,,,,,
OmniCorp,2025-Q4,OmniCorp_Digital,NA,Enterprise_SMB,subscription,20949,14841984.82,,14841984.82,708.48,,,,,
OmniCorp,2026-Q1,OmniCorp_Digital,NA,Enterprise_SMB,subscription,19544,13822659.27,,13822659.27,707.26,,,,,
OmniCorp,2026-Q2,OmniCorp_Digital,NA,Enterprise_SMB,subscription,20192,14423583.88,,14423583.88,714.32,,,,,
OmniCorp,2025-Q2,OmniCorp_Digital,NA,Enterprise_Corp,subscription,20749,437273122.34,,437273122.34,21074.42,,,,,
OmniCorp,2025-Q3,OmniCorp_Digital,NA,Enterprise_Corp,subscription,22481,493036795.15,,493036795.15,21931.27,,,,,
OmniCorp,2025-Q4,OmniCorp_Digital,NA,Enterprise_Corp,subscription,20076,417710020.96,,417710020.96,20806.44,,,,,
OmniCorp,2026-Q1,OmniCorp_Digital,NA,Enterprise_Corp,subscription,19641,405562845.69,,405562845.69,20648.79,,,,,
OmniCorp,2026-Q2,OmniCorp_Digital,NA,Enterprise_Corp,subscription,20910,451290645.15,,451290645.15,21582.53,,,,,
OmniCorp,2025-Q2,OmniCorp_Digital,NA,Advertiser,advertiser,1370,,24529542.09,24529542.09,17904.78,988297425.0,0.0098,9636238.0,2.55,24.82
OmniCorp,2025-Q3,OmniCorp_Digital,NA,Advertiser,advertiser,1359,,59013478.69,59013478.69,43424.19,1447118163.0,0.0081,11767702.0,5.01,40.78
OmniCorp,2025-Q4,OmniCorp_Digital,NA,Advertiser,advertiser,1339,,28441050.79,28441050.79,21240.52,1356273285.0,0.0256,34748085.0,0.82,20.97
OmniCorp,2026-Q1,OmniCorp_Digital,NA,Advertiser,advertiser,1383,,37467278.65,37467278.65,27091.31,1412260786.0,0.0101,14196852.0,2.64,26.53
OmniCorp,2026-Q2,OmniCorp_Digital,NA,Advertiser,advertiser,1439,,13369297.23,13369297.23,9290.69,676926442.0,0.0135,9114616.0,1.47,19.75
OmniCorp,2025-Q2,OmniCorp_Digital,EMEA,Consumer_Standard,ad_supported,8624842,115318057.45,7401072.78,122719130.23,14.23,441065124.0,0.0124,5475653.0,1.35,16.78
OmniCorp,2025-Q3,OmniCorp_Digital,EMEA,Consumer_Standard,ad_supported,8751457,117356017.58,10278007.74,127634025.32,14.58,901579626.0,0.011,9917604.0,1.04,11.4
OmniCorp,2025-Q4,OmniCorp_Digital,EMEA,Consumer_Standard,ad_supported,8799803,116701486.18,9621747.15,126323233.33,14.36,648365711.0,0.0157,10192350.0,0.94,14.84
OmniCorp,2026-Q1,OmniCorp_Digital,EMEA,Consumer_Standard,ad_supported,8475759,109845836.64,18062064.58,127907901.22,15.09,1193791446.0,0.0118,14072709.0,1.28,15.13
OmniCorp,2026-Q2,OmniCorp_Digital,EMEA,Consumer_Standard,ad_supported,8181138,111260952.7,14827872.95,126088825.65,15.41,1217395152.0,0.0077,9335847.0,1.59,12.18
OmniCorp,2025-Q2,OmniCorp_Digital,EMEA,Consumer_Premium,subscription,4102186,153339961.46,,153339961.46,37.38,,,,,
OmniCorp,2025-Q3,OmniCorp_Digital,EMEA,Consumer_Premium,subscription,4107929,154532287.92,,154532287.92,37.62,,,,,
OmniCorp,2025-Q4,OmniCorp_Digital,EMEA,Consumer_Premium,subscription,4354203,152791668.38,,152791668.38,35.09,,,,,
OmniCorp,2026-Q1,OmniCorp_Digital,EMEA,Consumer_Premium,subscription,4110091,154705111.79,,154705111.79,37.64,,,,,
OmniCorp,2026-Q2,OmniCorp_Digital,EMEA,Consumer_Premium,subscription,4186231,155437127.73,,155437127.73,37.13,,,,,
OmniCorp,2025-Q2,OmniCorp_Digital,EMEA,Enterprise_SMB,subscription,135295,141500229.76,,141500229.76,1045.86,,,,,
OmniCorp,2025-Q3,OmniCorp_Digital,EMEA,Enterprise_SMB,subscription,126706,129795805.6,,129795805.6,1024.39,,,,,
OmniCorp,2025-Q4,OmniCorp_Digital,EMEA,Enterprise_SMB,subscription,132266,132447714.92,,132447714.92,1001.37,,,,,
OmniCorp,2026-Q1,OmniCorp_Digital,EMEA,Enterprise_SMB,subscription,128924,128225247.03,,128225247.03,994.58,,,,,
OmniCorp,2026-Q2,OmniCorp_Digital,EMEA,Enterprise_SMB,subscription,139779,142210019.73,,142210019.73,1017.39,,,,,
OmniCorp,2025-Q2,OmniCorp_Digital,EMEA,Enterprise_Corp,subscription,20601,612286095.41,,612286095.41,29721.18,,,,,
OmniCorp,2025-Q3,OmniCorp_Digital,EMEA,Enterprise_Corp,subscription,20601,598953504.91,,598953504.91,29074.0,,,,,
OmniCorp,2025-Q4,OmniCorp_Digital,EMEA,Enterprise_Corp,subscription,20086,573173853.41,,573173853.41,28535.99,,,,,
OmniCorp,2026-Q1,OmniCorp_Digital,EMEA,Enterprise_Corp,subscription,19805,578071914.4,,578071914.4,29188.18,,,,,
OmniCorp,2026-Q2,OmniCorp_Digital,EMEA,Enterprise_Corp,subscription,19469,565413930.06,,565413930.06,29041.76,,,,,
OmniCorp,2025-Q2,OmniCorp_Digital,EMEA,Advertiser,advertiser,1907,,6576308.77,6576308.77,3448.51,327505417.0,0.0213,6970161.0,0.94,20.08
OmniCorp,2025-Q3,OmniCorp_Digital,EMEA,Advertiser,advertiser,1816,,29963173.78,29963173.78,16499.55,1303880495.0,0.0119,15551227.0,1.93,22.98
OmniCorp,2025-Q4,OmniCorp_Digital,EMEA,Advertiser,advertiser,1962,,17869111.61,17869111.61,9107.6,1392760063.0,0.0141,19681271.0,0.91,12.83
OmniCorp,2026-Q1,OmniCorp_Digital,EMEA,Advertiser,advertiser,1876,,7775744.11,7775744.11,4144.85,879609062.0,0.0164,14456415.0,0.54,8.84
OmniCorp,2026-Q2,OmniCorp_Digital,EMEA,Advertiser,advertiser,1940,,11587561.85,11587561.85,5972.97,1197062175.0,0.0205,24497684.0,0.47,9.68
AlphaMedia,2025-Q2,AlphaMedia_Core,NA,Consumer_Standard,ad_supported,2942088,60856558.3,9516893.21,70373451.51,23.92,496965703.0,0.0135,6728792.0,1.41,19.15
AlphaMedia,2025-Q3,AlphaMedia_Core,NA,Consumer_Standard,ad_supported,3199118,65528041.16,15510361.47,81038402.63,25.33,664255309.0,0.0117,7773914.0,2.0,23.35
AlphaMedia,2025-Q4,AlphaMedia_Core,NA,Consumer_Standard,ad_supported,3019159,60024986.67,7204129.52,67229116.19,22.27,266819612.0,0.0122,3241906.0,2.22,27.0
AlphaMedia,2026-Q1,AlphaMedia_Core,NA,Consumer_Standard,ad_supported,2998214,59641986.62,9680562.75,69322549.37,23.12,541115861.0,0.0088,4745172.0,2.04,17.89
AlphaMedia,2026-Q2,AlphaMedia_Core,NA,Consumer_Standard,ad_supported,3133507,63836613.58,10177778.13,74014391.71,23.62,387282273.0,0.015,5804153.0,1.75,26.28
AlphaMedia,2025-Q2,AlphaMedia_Core,NA,Consumer_Premium,subscription,10054946,573131922.0,,573131922.0,57.0,,,,,
AlphaMedia,2025-Q3,AlphaMedia_Core,NA,Consumer_Premium,subscription,9796623,528035162.81,,528035162.81,53.9,,,,,
AlphaMedia,2025-Q4,AlphaMedia_Core,NA,Consumer_Premium,subscription,10412225,583857378.54,,583857378.54,56.07,,,,,
AlphaMedia,2026-Q1,AlphaMedia_Core,NA,Consumer_Premium,subscription,9903127,564478239.0,,564478239.0,57.0,,,,,
AlphaMedia,2026-Q2,AlphaMedia_Core,NA,Consumer_Premium,subscription,9321300,512274166.81,,512274166.81,54.96,,,,,
AlphaMedia,2025-Q2,AlphaMedia_Core,NA,Enterprise_SMB,subscription,143752,192658259.82,,192658259.82,1340.21,,,,,
AlphaMedia,2025-Q3,AlphaMedia_Core,NA,Enterprise_SMB,subscription,142954,182503056.72,,182503056.72,1276.66,,,,,
AlphaMedia,2025-Q4,AlphaMedia_Core,NA,Enterprise_SMB,subscription,130325,172654057.24,,172654057.24,1324.8,,,,,
AlphaMedia,2026-Q1,AlphaMedia_Core,NA,Enterprise_SMB,subscription,139301,186396771.92,,186396771.92,1338.09,,,,,
AlphaMedia,2026-Q2,AlphaMedia_Core,NA,Enterprise_SMB,subscription,145033,192538376.19,,192538376.19,1327.55,,,,,
AlphaMedia,2025-Q2,AlphaMedia_Core,NA,Enterprise_Corp,subscription,9470,188653070.1,,188653070.1,19921.13,,,,,
AlphaMedia,2025-Q3,AlphaMedia_Core,NA,Enterprise_Corp,subscription,9168,179463993.04,,179463993.04,19575.04,,,,,
AlphaMedia,2025-Q4,AlphaMedia_Core,NA,Enterprise_Corp,subscription,9460,189793857.16,,189793857.16,20062.78,,,,,
AlphaMedia,2026-Q1,AlphaMedia_Core,NA,Enterprise_Corp,subscription,9268,184588788.92,,184588788.92,19916.79,,,,,
AlphaMedia,2026-Q2,AlphaMedia_Core,NA,Enterprise_Corp,subscription,9310,182525453.22,,182525453.22,19605.31,,,,,
AlphaMedia,2025-Q2,AlphaMedia_Core,NA,Advertiser,advertiser,987,,13997827.97,13997827.97,14182.2,584948933.0,0.006,3509693.0,3.99,23.93
AlphaMedia,2025-Q3,AlphaMedia_Core,NA,Advertiser,advertiser,1088,,53011615.64,53011615.64,48723.91,1473773023.0,0.0184,27053859.0,1.96,35.97
AlphaMedia,2025-Q4,AlphaMedia_Core,NA,Advertiser,advertiser,1058,,29766807.16,29766807.16,28134.98,1218453015.0,0.0107,12977020.0,2.29,24.43
AlphaMedia,2026-Q1,AlphaMedia_Core,NA,Advertiser,advertiser,1006,,24619655.68,24619655.68,24472.82,642475357.0,0.0172,11059789.0,2.23,38.32
AlphaMedia,2026-Q2,AlphaMedia_Core,NA,Advertiser,advertiser,1010,,31112188.85,31112188.85,30804.15,1143410101.0,0.0159,18178835.0,1.71,27.21
AlphaMedia,2025-Q2,AlphaMedia_Core,EMEA,Consumer_Standard,ad_supported,1595660,32673536.88,1714524.13,34388061.01,21.55,147676497.0,0.0078,1150509.0,1.49,11.61
AlphaMedia,2025-Q3,AlphaMedia_Core,EMEA,Consumer_Standard,ad_supported,1568980,32463547.54,4316202.02,36779749.56,23.44,243440610.0,0.0121,2942166.0,1.47,17.73
AlphaMedia,2025-Q4,AlphaMedia_Core,EMEA,Consumer_Standard,ad_supported,1527891,30599051.1,4589560.19,35188611.29,23.03,268395333.0,0.01,2685439.0,1.71,17.1
AlphaMedia,2026-Q1,AlphaMedia_Core,EMEA,Consumer_Standard,ad_supported,1566607,32461382.21,4028114.26,36489496.47,23.29,200603300.0,0.0169,3380774.0,1.19,20.08
AlphaMedia,2026-Q2,AlphaMedia_Core,EMEA,Consumer_Standard,ad_supported,1549866,32347292.18,2547797.84,34895090.02,22.51,173674018.0,0.0085,1469806.0,1.73,14.67
AlphaMedia,2025-Q2,AlphaMedia_Core,EMEA,Consumer_Premium,subscription,3753835,126078565.09,,126078565.09,33.59,,,,,
AlphaMedia,2025-Q3,AlphaMedia_Core,EMEA,Consumer_Premium,subscription,3588628,121999266.63,,121999266.63,34.0,,,,,
AlphaMedia,2025-Q4,AlphaMedia_Core,EMEA,Consumer_Premium,subscription,3803771,132031955.89,,132031955.89,34.71,,,,,
AlphaMedia,2026-Q1,AlphaMedia_Core,EMEA,Consumer_Premium,subscription,4123079,148118163.56,,148118163.56,35.92,,,,,
AlphaMedia,2026-Q2,AlphaMedia_Core,EMEA,Consumer_Premium,subscription,3736680,131779950.57,,131779950.57,35.27,,,,,
AlphaMedia,2025-Q2,AlphaMedia_Core,EMEA,Enterprise_SMB,subscription,78819,104526255.38,,104526255.38,1326.16,,,,,
AlphaMedia,2025-Q3,AlphaMedia_Core,EMEA,Enterprise_SMB,subscription,81299,106418808.45,,106418808.45,1308.98,,,,,
AlphaMedia,2025-Q4,AlphaMedia_Core,EMEA,Enterprise_SMB,subscription,82520,105848451.65,,105848451.65,1282.7,,,,,
AlphaMedia,2026-Q1,AlphaMedia_Core,EMEA,Enterprise_SMB,subscription,79617,111872753.28,,111872753.28,1405.14,,,,,
AlphaMedia,2026-Q2,AlphaMedia_Core,EMEA,Enterprise_SMB,subscription,80212,109650749.71,,109650749.71,1367.01,,,,,
AlphaMedia,2025-Q2,AlphaMedia_Core,EMEA,Enterprise_Corp,subscription,9675,618431206.45,,618431206.45,63920.54,,,,,
AlphaMedia,2025-Q3,AlphaMedia_Core,EMEA,Enterprise_Corp,subscription,9433,611983821.11,,611983821.11,64876.9,,,,,
AlphaMedia,2025-Q4,AlphaMedia_Core,EMEA,Enterprise_Corp,subscription,9409,613951254.38,,613951254.38,65251.49,,,,,
AlphaMedia,2026-Q1,AlphaMedia_Core,EMEA,Enterprise_Corp,subscription,10057,651445965.75,,651445965.75,64775.38,,,,,
AlphaMedia,2026-Q2,AlphaMedia_Core,EMEA,Enterprise_Corp,subscription,9598,623050113.18,,623050113.18,64914.58,,,,,
AlphaMedia,2025-Q2,AlphaMedia_Core,EMEA,Advertiser,advertiser,4441,,35959724.68,35959724.68,8097.21,3614042681.0,0.0127,45745000.0,0.79,9.95
AlphaMedia,2025-Q3,AlphaMedia_Core,EMEA,Advertiser,advertiser,4258,,14646228.85,14646228.85,3439.7,1244369486.0,0.0111,13839975.0,1.06,11.77
AlphaMedia,2025-Q4,AlphaMedia_Core,EMEA,Advertiser,advertiser,4030,,63892788.78,63892788.78,15854.29,4181465234.0,0.0157,65814327.0,0.97,15.28
AlphaMedia,2026-Q1,AlphaMedia_Core,EMEA,Advertiser,advertiser,4561,,38830149.55,38830149.55,8513.52,2278764645.0,0.0144,32809448.0,1.18,17.04
AlphaMedia,2026-Q2,AlphaMedia_Core,EMEA,Advertiser,advertiser,4612,,28756882.11,28756882.11,6235.23,1389221358.0,0.0112,15623893.0,1.84,20.7
AlphaMedia,2025-Q2,AlphaMedia_Digital,NA,Consumer_Standard,ad_supported,14208477,389736484.1,24124877.22,413861361.32,29.13,1219043821.0,0.0152,18543441.0,1.3,19.79
AlphaMedia,2025-Q3,AlphaMedia_Digital,NA,Consumer_Standard,ad_supported,15392542,410008673.13,41282917.21,451291590.34,29.32,2044721011.0,0.0157,32090166.0,1.29,20.19
AlphaMedia,2025-Q4,AlphaMedia_Digital,NA,Consumer_Standard,ad_supported,14181474,372332945.79,25073532.4,397406478.19,28.02,995376435.0,0.0063,6273581.0,4.0,25.19
AlphaMedia,2026-Q1,AlphaMedia_Digital,NA,Consumer_Standard,ad_supported,14384830,392793307.69,27800627.94,420593935.63,29.24,2048682973.0,0.0086,17701240.0,1.57,13.57
AlphaMedia,2026-Q2,AlphaMedia_Digital,NA,Consumer_Standard,ad_supported,14239543,380385795.02,50568540.71,430954335.73,30.26,2385308524.0,0.0102,24425242.0,2.07,21.2
AlphaMedia,2025-Q2,AlphaMedia_Digital,NA,Consumer_Premium,subscription,10083706,443402687.58,,443402687.58,43.97,,,,,
AlphaMedia,2025-Q3,AlphaMedia_Digital,NA,Consumer_Premium,subscription,10685744,466189948.88,,466189948.88,43.63,,,,,
AlphaMedia,2025-Q4,AlphaMedia_Digital,NA,Consumer_Premium,subscription,10647510,463510581.41,,463510581.41,43.53,,,,,
AlphaMedia,2026-Q1,AlphaMedia_Digital,NA,Consumer_Premium,subscription,11180143,482101780.72,,482101780.72,43.12,,,,,
AlphaMedia,2026-Q2,AlphaMedia_Digital,NA,Consumer_Premium,subscription,10336399,438335428.51,,438335428.51,42.41,,,,,
AlphaMedia,2025-Q2,AlphaMedia_Digital,NA,Enterprise_SMB,subscription,19102,21415186.31,,21415186.31,1121.1,,,,,
AlphaMedia,2025-Q3,AlphaMedia_Digital,NA,Enterprise_SMB,subscription,19933,22414454.56,,22414454.56,1124.49,,,,,
AlphaMedia,2025-Q4,AlphaMedia_Digital,NA,Enterprise_SMB,subscription,19186,22028191.59,,22028191.59,1148.14,,,,,
AlphaMedia,2026-Q1,AlphaMedia_Digital,NA,Enterprise_SMB,subscription,20208,22605041.75,,22605041.75,1118.62,,,,,
AlphaMedia,2026-Q2,AlphaMedia_Digital,NA,Enterprise_SMB,subscription,19262,21926725.69,,21926725.69,1138.34,,,,,
AlphaMedia,2025-Q2,AlphaMedia_Digital,NA,Enterprise_Corp,subscription,16421,620087168.45,,620087168.45,37761.84,,,,,
AlphaMedia,2025-Q3,AlphaMedia_Digital,NA,Enterprise_Corp,subscription,17441,644995717.3,,644995717.3,36981.58,,,,,
AlphaMedia,2025-Q4,AlphaMedia_Digital,NA,Enterprise_Corp,subscription,17398,634344894.12,,634344894.12,36460.79,,,,,
AlphaMedia,2026-Q1,AlphaMedia_Digital,NA,Enterprise_Corp,subscription,18081,705093188.81,,705093188.81,38996.36,,,,,
AlphaMedia,2026-Q2,AlphaMedia_Digital,NA,Enterprise_Corp,subscription,17134,653946243.99,,653946243.99,38166.58,,,,,
AlphaMedia,2025-Q2,AlphaMedia_Digital,NA,Advertiser,advertiser,3010,,179281325.93,179281325.93,59561.9,4484275286.0,0.0169,75594055.0,2.37,39.98
AlphaMedia,2025-Q3,AlphaMedia_Digital,NA,Advertiser,advertiser,3007,,73719082.26,73719082.26,24515.82,3566477129.0,0.0204,72914715.0,1.01,20.67
AlphaMedia,2025-Q4,AlphaMedia_Digital,NA,Advertiser,advertiser,3162,,75675022.67,75675022.67,23932.64,4183251668.0,0.0123,51472171.0,1.47,18.09
AlphaMedia,2026-Q1,AlphaMedia_Digital,NA,Advertiser,advertiser,2996,,83934518.18,83934518.18,28015.53,2850068529.0,0.0173,49164836.0,1.71,29.45
AlphaMedia,2026-Q2,AlphaMedia_Digital,NA,Advertiser,advertiser,2943,,98789775.31,98789775.31,33567.71,4077167780.0,0.0191,77864889.0,1.27,24.23
AlphaMedia,2025-Q2,AlphaMedia_Digital,EMEA,Consumer_Standard,ad_supported,10136054,225097719.27,10700221.85,235797941.12,23.26,698904105.0,0.0059,4153732.0,2.58,15.31
AlphaMedia,2025-Q3,AlphaMedia_Digital,EMEA,Consumer_Standard,ad_supported,9595495,210356314.25,19009415.45,229365729.7,23.9,1706410723.0,0.0123,21055344.0,0.9,11.14
