company,quarter,product_segment,geography,user_segment,revenue_model,active_users,subscription_revenue_usd,ad_revenue_usd,revenue_usd,arpu,ad_impressions,ctr,ad_clicks,cpc,ecpm
StreamFlix,2026-Q3,StreamFlix_Core,NA,Enterprise_SMB,subscription,82890,87442989.06,,87442989.06,1054.93,,,,,
StreamFlix,2026-Q3,StreamFlix_Core,NA,Enterprise_Corp,subscription,6060,458120614.33,,458120614.33,75597.46,,,,,
StreamFlix,2026-Q3,StreamFlix_Core,NA,Advertiser,advertiser,1143,,42494023.71,42494023.71,37177.62,1626254256.0,0.0121,19598877.0,2.17,26.13
StreamFlix,2026-Q3,StreamFlix_Core,EMEA,Consumer_Standard,ad_supported,9411443,185539343.03,15773318.32,201312661.35,21.39,1481062753.0,0.0086,12666818.0,1.25,10.65
StreamFlix,2026-Q3,StreamFlix_Core,EMEA,Consumer_Premium,subscription,5953911,244348507.44,,244348507.44,41.04,,,,,
StreamFlix,2026-Q3,StreamFlix_Core,EMEA,Enterprise_SMB,subscription,24353,23090451.26,,23090451.26,948.16,,,,,
StreamFlix,2026-Q3,StreamFlix_Core,EMEA,Enterprise_Corp,subscription,2956,165993955.83,,165993955.83,56154.92,,,,,
StreamFlix,2026-Q3,StreamFlix_Core,EMEA,Advertiser,advertiser,2882,,20488567.51,20488567.51,7109.15,1111093683.0,0.0119,13272519.0,1.54,18.44
StreamFlix,2026-Q3,StreamFlix_Digital,NA,Consumer_Standard,ad_supported,14636564,324325470.13,34441121.43,358766591.56,24.51,1223051187.0,0.0124,15119342.0,2.28,28.16
StreamFlix,2026-Q3,StreamFlix_Digital,NA,Consumer_Premium,subscription,11041389,589732352.24,,589732352.24,53.41,,,,,
StreamFlix,2026-Q3,StreamFlix_Digital,NA,Enterprise_SMB,subscription,117698,199711024.03,,199711024.03,1696.81,,,,,
StreamFlix,2026-Q3,StreamFlix_Digital,NA,Enterprise_Corp,subscription,14887,383236935.45,,383236935.45,25743.06,,,,,
StreamFlix,2026-Q3,StreamFlix_Digital,NA,Advertiser,advertiser,1518,,73993138.57,73993138.57,48743.83,2437994681.0,0.0098,23872836.0,3.1,30.35
StreamFlix,2026-Q3,StreamFlix_Digital,EMEA,Consumer_Standard,ad_supported,5628654,76133501.62,9335032.55,85468534.17,15.18,805438529.0,0.0155,12495186.0,0.75,11.59
StreamFlix,2026-Q3,StreamFlix_Digital,EMEA,Consumer_Premium,subscription,4032499,135357944.83,,135357944.83,33.57,,,,,
StreamFlix,2026-Q3,StreamFlix_Digital,EMEA,Enterprise_SMB,subscription,60376,55510055.09,,55510055.09,919.41,,,,,
StreamFlix,2026-Q3,StreamFlix_Digital,EMEA,Enterprise_Corp,subscription,6258,99902236.49,,99902236.49,15963.92,,,,,
StreamFlix,2026-Q3,StreamFlix_Digital,EMEA,Advertiser,advertiser,1433,,19506640.44,19506640.44,13612.45,860081148.0,0.0134,11507437.0,1.7,22.68
RideFlow,2026-Q3,RideFlow_Core,NA,Consumer_Standard,ad_supported,3387893,63714960.64,6565432.06,70280392.7,20.74,237019208.0,0.0133,3142199.0,2.09,27.7
RideFlow,2026-Q3,RideFlow_Core,NA,Consumer_Premium,subscription,6034280,343468359.83,,343468359.83,56.92,,,,,
RideFlow,2026-Q3,RideFlow_Core,NA,Enterprise_SMB,subscription,24988,37544799.25,,37544799.25,1502.51,,,,,
RideFlow,2026-Q3,RideFlow_Core,NA,Enterprise_Corp,subscription,6701,474828834.63,,474828834.63,70859.4,,,,,
RideFlow,2026-Q3,RideFlow_Core,NA,Advertiser,advertiser,3668,,16866729.53,16866729.53,4598.35,1307498413.0,0.0127,16588916.0,1.02,12.9
RideFlow,2026-Q3,RideFlow_Core,EMEA,Consumer_Standard,ad_supported,7744644,146567307.73,7509250.3,154076558.03,19.89,787133155.0,0.0118,9270746.0,0.81,9.54
RideFlow,2026-Q3,RideFlow_Core,EMEA,Consumer_Premium,subscription,5188830,204198133.54,,204198133.54,39.35,,,,,
RideFlow,2026-Q3,RideFlow_Core,EMEA,Enterprise_SMB,subscription,84268,85744673.23,,85744673.23,1017.52,,,,,
RideFlow,2026-Q3,RideFlow_Core,EMEA,Enterprise_Corp,subscription,5638,312991069.09,,312991069.09,55514.56,,,,,
RideFlow,2026-Q3,RideFlow_Core,EMEA,Advertiser,advertiser,2415,,14619244.17,14619244.17,6053.52,932349756.0,0.0137,12770314.0,1.14,15.68
RideFlow,2026-Q3,RideFlow_Digital,NA,Consumer_Standard,ad_supported,8295889,201411350.79,17163741.88,218575092.67,26.35,1060144650.0,0.0132,14012968.0,1.22,16.19
RideFlow,2026-Q3,RideFlow_Digital,NA,Consumer_Premium,subscription,7399170,421752690.0,,421752690.0,57.0,,,,,
RideFlow,2026-Q3,RideFlow_Digital,NA,Enterprise_SMB,subscription,98567,53509815.18,,53509815.18,542.88,,,,,
RideFlow,2026-Q3,RideFlow_Digital,NA,Enterprise_Corp,subscription,18481,444642834.97,,444642834.97,24059.46,,,,,
RideFlow,2026-Q3,RideFlow_Digital,NA,Advertiser,advertiser,1342,,18930351.32,18930351.32,14106.07,716515947.0,0.0247,17688667.0,1.07,26.42
RideFlow,2026-Q3,RideFlow_Digital,EMEA,Consumer_Standard,ad_supported,8851536,121013376.92,11789192.93,132802569.85,15.0,940877329.0,0.0088,8308222.0,1.42,12.53
RideFlow,2026-Q3,RideFlow_Digital,EMEA,Consumer_Premium,subscription,5479731,179266870.93,,179266870.93,32.71,,,,,
RideFlow,2026-Q3,RideFlow_Digital,EMEA,Enterprise_SMB,subscription,59024,46862697.7,,46862697.7,793.96,,,,,
RideFlow,2026-Q3,RideFlow_Digital,EMEA,Enterprise_Corp,subscription,14413,605606078.49,,605606078.49,42018.04,,,,,
RideFlow,2026-Q3,RideFlow_Digital,EMEA,Advertiser,advertiser,2573,,12094913.01,12094913.01,4700.7,751236833.0,0.0105,7883284.0,1.53,16.1
ApexMedia,2026-Q3,ApexMedia_Core,NA,Consumer_Standard,ad_supported,8971262,200389919.37,34048227.61,234438146.98,26.13,1455674545.0,0.0103,15064148.0,2.26,23.39
ApexMedia,2026-Q3,ApexMedia_Core,NA,Consumer_Premium,subscription,8953652,472379478.32,,472379478.32,52.76,,,,,
ApexMedia,2026-Q3,ApexMedia_Core,NA,Enterprise_SMB,subscription,74522,118616617.45,,118616617.45,1591.7,,,,,
ApexMedia,2026-Q3,ApexMedia_Core,NA,Enterprise_Corp,subscription,19921,365286143.1,,365286143.1,18336.74,,,,,
ApexMedia,2026-Q3,ApexMedia_Core,NA,Advertiser,advertiser,3863,,27539500.08,27539500.08,7129.04,940235578.0,0.006,5641413.0,4.88,29.29
ApexMedia,2026-Q3,ApexMedia_Core,EMEA,Consumer_Standard,ad_supported,1962003,28854086.44,4138834.14,32992920.58,16.82,398347848.0,0.0086,3430955.0,1.21,10.39
ApexMedia,2026-Q3,ApexMedia_Core,EMEA,Consumer_Premium,subscription,6820846,248197370.29,,248197370.29,36.39,,,,,
ApexMedia,2026-Q3,ApexMedia_Core,EMEA,Enterprise_SMB,subscription,77023,47908063.13,,47908063.13,622.0,,,,,
ApexMedia,2026-Q3,ApexMedia_Core,EMEA,Enterprise_Corp,subscription,11302,568736423.99,,568736423.99,50321.75,,,,,
ApexMedia,2026-Q3,ApexMedia_Core,EMEA,Advertiser,advertiser,3059,,24443577.52,24443577.52,7990.71,1273766416.0,0.0085,10795608.0,2.26,19.19
ApexMedia,2026-Q3,ApexMedia_Digital,NA,Consumer_Standard,ad_supported,14134450,282596123.88,69166576.5,351762700.38,24.89,2559828886.0,0.0109,27837136.0,2.48,27.02
ApexMedia,2026-Q3,ApexMedia_Digital,NA,Consumer_Premium,subscription,9905233,419322369.81,,419322369.81,42.33,,,,,
ApexMedia,2026-Q3,ApexMedia_Digital,NA,Enterprise_SMB,subscription,37286,22359198.62,,22359198.62,599.67,,,,,
ApexMedia,2026-Q3,ApexMedia_Digital,NA,Enterprise_Corp,subscription,16615,488644053.57,,488644053.57,29409.81,,,,,
ApexMedia,2026-Q3,ApexMedia_Digital,NA,Advertiser,advertiser,1446,,41422732.03,41422732.03,28646.43,1985749378.0,0.0169,33498388.0,1.24,20.86
ApexMedia,2026-Q3,ApexMedia_Digital,EMEA,Consumer_Standard,ad_supported,3993538,69671587.0,2732735.19,72404322.19,18.13,335716854.0,0.0093,3117665.0,0.88,8.14
ApexMedia,2026-Q3,ApexMedia_Digital,EMEA,Consumer_Premium,subscription,1097018,34071665.09,,34071665.09,31.06,,,,,
ApexMedia,2026-Q3,ApexMedia_Digital,EMEA,Enterprise_SMB,subscription,26086,9907362.61,,9907362.61,379.8,,,,,
